id,abstract,year,month,day,journal
4326703,Familial calcification of the basal ganglions: a metabolic and genetic study.,1971,7,8,The New England journal of medicine
5581912,Sex and population differences in the incidence of a plasma cholinesterase variant.,1971,7,9,"Science (New York, N.Y.)"
5581908,Polymorphism of soluble glutamic-pyruvic transaminase: a new genetic marker in man.,1971,7,9,"Science (New York, N.Y.)"
4104008,Geleophysic dwarfism--a &quot;focal&quot; mucopolysaccharidosis?,1971,7,10,"Lancet (London, England)"
5001181,Evolution of hemoglobin in primates and other therian mammals.,1971,7,15,"Comparative biochemistry and physiology. B, Comparative biochemistry"
5104177,Human thymidine kinase gene locus: assignment to chromosome 17 in a hybrid of man and mouse cells.,1971,7,16,"Science (New York, N.Y.)"
4104460,Isolated absence of IgA with autosomal dominant inheritance.,1971,7,17,"Lancet (London, England)"
5285340,Linkage relationships of seventeen human gene loci as determined by man--mouse somatic cell hybrids.,1971,7,21,Nature: New biology
5559907,Cerumen genetics and human breast cancer.,1971,7,23,"Science (New York, N.Y.)"
5571414,Familial exudative vitreoretinopathy. An expanded view.,1971,8,1,"Archives of ophthalmology (Chicago, Ill. : 1960)"
5571218,"Inverse retinitis pigmentosa, deafness, and hypogenitalism.",1971,8,1,American journal of ophthalmology
5571029,Genetic considerations in giant pigmented hairy naevus.,1971,8,1,The British journal of dermatology
5570764,The detection of carriers of X-linked muscular dystrophy genes. A review of some methods studied in Newcastle upon Tyne.,1971,8,1,Journal of the neurological sciences
5568768,Genetic control of immune responsiveness to limiting doses of proteins and hapten protein conjugates in guinea pigs.,1971,8,1,"Journal of immunology (Baltimore, Md. : 1950)"
5562375,"Bilateral aplasia of the tibia, polydactyly and absent thumb in father and daughter.",1971,8,1,The Journal of bone and joint surgery. British volume
5558750,"The syndrome of congenital cerebellar ataxia, aniridia and mental retardation.",1971,8,1,Developmental medicine and child neurology
5288757,Gene activation in WI-38 fibroblasts stimulated to proliferate: requirement for protein synthesis.,1971,8,1,Proceedings of the National Academy of Sciences of the United States of America
5166617,Detection of the red cell acid phosphatase variant allele in Japanese.,1971,8,1,Jinrui idengaku zasshi. The Japanese journal of human genetics
5166616,"[Population genetics and human genetics, with special reference to variation and evolution at the molecular level].",1971,8,1,Jinrui idengaku zasshi. The Japanese journal of human genetics
5166069,Inbreeding and variance effective numbers in populations with overlapping generations.,1971,8,1,Genetics
4997860,Genetics of the Meckel syndrome (dysencephalia splanchnocystica).,1971,8,1,Pediatrics
4328812,The heritable nature of the factor in chicken cells which acts as a helper virus for Rous sarcoma virus.,1971,8,1,Virology
4328708,Genetic variability of human plasma and erythrocyte lipids.,1971,8,1,Lipids
4256211,The inheritance of the Rh blood groups. II. Expression of the Rh antigens in random unrelated Caucasian families.,1971,8,1,Vox sanguinis
4110306,HL-A phenotype and gene frequencies in the German Ruhr area population.,1971,8,1,European journal of immunology
5001237,Composition and carboxyl-terminal amino acid sequences of some mammalian erythrocyte carbonic anhydrases.,1971,8,6,Biochemical and biophysical research communications
4998336,Variation and homology in the mu and gamma heavy chains of human immunoglobulins.,1971,8,13,"Science (New York, N.Y.)"
5571595,Mutational trends and random processes in the evolution of informational macromolecules.,1971,8,14,Journal of molecular biology
5569529,The HL-A system.,1971,9,1,British journal of haematology
5569528,Red-cell isoenzymes.,1971,9,1,British journal of haematology
5568616,"Blepharoptosis, blepharophimosis, epicanthus inversus, and telecanthus--a syndrome with no name.",1971,9,1,American journal of ophthalmology
5568075,A case of crossing over in the HL-A system.,1971,9,1,Transplantation
5567967,A new familial syndrome with osseous dysplasia and mental dificiency.,1971,9,1,The Journal of pediatrics
5564400,Progeria: a cell culture study on aging.,1971,9,1,The Journal of clinical investigation
5564389,Fibrinogen Bethesda: a congenital dysfibrinogenemia with delayed fibrinopeptide release.,1971,9,1,The Journal of clinical investigation
5315467,"[Major genes, modifying genes, and environmental effect of Duchenne de Boulogne myopathy].",1971,9,1,Annales de genetique
5315466,[Erythrocyte and serum enzymotypes in a group of Kurds].,1971,9,1,Annales de genetique
5315093,Classification of the choroidal atrophies.,1971,9,1,American journal of ophthalmology
5292970,[Glycogen disease in children].,1971,9,1,Sovetskoe zdravookhranenie Kirgizii
5162692,Pedigree probability calculus by means of linear operators.,1971,9,1,Theoretical population biology
5157448,[Value of chromosome analysis in the diagnosis of human malignant tumors].,1971,9,1,Voprosy onkologii
5135180,Dyschondrosteosis.,1971,9,1,Acta radiologica: diagnosis
5110535,The incidence and genetics of metachromatic leucodystrophy in northern Sweden.,1971,9,1,Acta paediatrica Scandinavica
5105937,"The Mo55 antigen, an allele at the first HL-A locus.",1971,9,1,Transplantation
5099459,"An antibody, in the serum of a Wr(a+) individual, reacting with an antigen of very high frequency.",1971,9,1,Transfusion
5097139,"Distribution of ABO blood groups, G6PD deficiency, and abnormal haemoglobins in leprosy.",1971,9,1,Journal of medical genetics
5097134,Polycystic disease of kidney and liver presenting in childhood.,1971,9,1,Journal of medical genetics
5094682,Bisalbuminaemia in a Spanish family: characterization of the albumin variant.,1971,9,1,Journal of clinical pathology
5094031,"Genetics, skin and cancer control.",1971,9,1,American family physician
5092600,Red-cell-enzyme polymorphisms in the Khoisan peoples of Southern Africa.,1971,9,1,American journal of human genetics
5092599,"An analysis of some hemoglobin and haptoglobin phenotypes in Blantyre, Malawi.",1971,9,1,American journal of human genetics
5092596,"Joint genotype distributions of s children and a parent, and of s siblings. Multiple alleles.",1971,9,1,American journal of human genetics
5003725,[Human and animal neuropathology and the slow and latent viruses].,1971,9,1,Neurologia i neurochirurgia polska
4999793,Distributive pairing in man?,1971,9,1,Annales de genetique
4999761,[The dominant spondyloepiphyseal dysplasia with particular involvement of the spine].,1971,9,1,Fortschritte auf dem Gebiete der Rontgenstrahlen und der Nuklearmedizin
4999590,X-linked spondyloepiphyseal dysplasia tarda: clinical and linkage data.,1971,9,1,Journal of medical genetics
4999589,"Polycystic kidneys associated with malformations of the brain, polydactyly, and other birth defects in newborn sibs. A lethal syndrome showing the autosomal-recessive pattern of inheritance.",1971,9,1,Journal of medical genetics
4999137,Genetic linkage between a locus for 6-PGD and the Rh locus: evaluation of possible heterogeneity in the recombination fraction between sexes and among families.,1971,9,1,American journal of human genetics
4951942,Duchenne muscular dystrophy. Use of rubidium chloride Rb 86 in the detection of carriers of the gene.,1971,9,1,Archives of neurology
4945730,Protein polymorphism in man.,1971,9,1,Canadian journal of genetics and cytology. Journal canadien de genetique et de cytologie
4936438,Cellular changes in chronic myeloid leukaemia.,1971,9,1,British journal of haematology
4327936,I-cell disease: a clinical picture.,1971,9,1,The Journal of pediatrics
4256635,[Gene frequencies of the erythrocyte adenosine deaminase in the population of Cologne].,1971,9,1,"Zeitschrift fur Immunitatsforschung, experimentelle und klinische Immunologie"
4131355,Familial incidence of streptomycin hearing loss and hereditary weakness of the cochlea.,1971,9,1,Audiology : official organ of the International Society of Audiology
4131354,Hereditary deafness syndromes with onset in adult life.,1971,9,1,Audiology : official organ of the International Society of Audiology
4110905,[Group A antigenic varieties with a liquid phase electrophoresis technic].,1971,9,1,Revue francaise de transfusion
4106583,Serological and genetic studies of the HL-A system. Results of host immunization within haplo-identical donor-recipient combinations.,1971,9,1,Transfusion
4106171,"Genes, viruses, and the immune response.",1971,9,1,American journal of clinical pathology
4105581,Pathways towards the ABH antigens of red cells and secretions.,1971,9,1,British journal of haematology
4946435,[The genetic code. II].,1971,9,15,Revista clinica espanola
4105950,Inhibition of sugar transport by plasma from cystic-fibrosis patients.,1971,9,18,"Lancet (London, England)"
5315768,"Cloverleaf skull and thanatophoric dwarfism. Report of four cases, two in the same sibship.",1971,10,1,Archives of disease in childhood
5315519,Achromatopsia in Pingelap Islanders. Study of a genetic isolate.,1971,10,1,American journal of ophthalmology
5289889,Loci differentially affected by selection in two American black populations.,1971,10,1,Proceedings of the National Academy of Sciences of the United States of America
5289864,N-terminal amino-acid sequence of African lungfish immunoglobulin light chains.,1971,10,1,Proceedings of the National Academy of Sciences of the United States of America
5284446,The influence of sex-chromosome genes on tooth size in man: a genetic and quantitative study.,1971,10,1,American journal of orthodontics
5167130,Genetic analysis with human-mouse hybrid cells.,1971,10,1,The Biochemical journal
5159534,Genetic aspects of factor XIII deficiency.,1971,10,1,Annals of human genetics
5159533,Analysis of population structure. II. Two-dimensional stepping stone models of finite length and other geographically structured populations.,1971,10,1,Annals of human genetics
5159530,Prevalence and inheritance of congenital nystagmus in a Swedish population.,1971,10,1,Annals of human genetics
5159529,Hereditary studies of congenital nystagmus in a Swedish population.,1971,10,1,Annals of human genetics
5157127,Studies of intestinal transport defect in Hartnup disease.,1971,10,1,Gastroenterology
5154348,Red cell acid phosphatase: distribution in Southern Africa and first report of studies on families containing P r homozygotes.,1971,10,1,The South African journal of medical sciences
5150303,Time factor in cytogenetics and neoplasia.,1971,10,1,Acta geneticae medicae et gemellologiae
5130981,Cause of the heterogeneity of 'silent' plasma cholinesterase variants.,1971,10,1,The Biochemical journal
5129866,[Ovarian function].,1971,10,1,La Prensa medica mexicana
5127632,Actalasemia and hypocatalasemia in the Orient.,1971,10,1,Seminars in hematology
5123260,Incidence of small-intestinal mucosal abnormalities and of clinical coeliac disease in the relatives of children with coeliac disease.,1971,10,1,Gut
5122442,"[Studies on twins with cleft lip, jaw and palate].",1971,10,1,Medizinische Monatsschrift
5122380,Myasthenia gravis occurring in twins.,1971,10,1,"Journal of neurology, neurosurgery, and psychiatry"
5120871,Kinetic path of genes undergoing selection.,1971,10,1,"Science (New York, N.Y.)"
5119919,An unusual inheritane pattern for spinal muscular atrophy.,1971,10,1,Developmental medicine and child neurology
5118510,Anti-Lu4: a new antibody related to the Lutheran blood group system.,1971,10,1,Vox sanguinis
5118068,Familial haemophagocytic reticulosis in first cousins.,1971,10,1,Archives of disease in childhood
5115042,Pre-auricular fistulae in four generations: a study in heredity.,1971,10,1,British journal of plastic surgery
5114411,"Porokeratosis plantaris, palmaris, et disseminata. A third type of porokeratosis.",1971,10,1,Archives of dermatology
5110862,Hyperplastic persistent pupillary membrane.,1971,10,1,American journal of ophthalmology
5098633,Peutz-Jeghers syndrome: clinical and roentgenographic features.,1971,10,1,"The American journal of roentgenology, radium therapy, and nuclear medicine"
5098625,Inheritance of hypertrophic pyloric stenosis.,1971,10,1,"The American journal of roentgenology, radium therapy, and nuclear medicine"
5097684,Autosomal recessive inheritance of renal glycosuria.,1971,10,1,Metabolism: clinical and experimental
5095051,Counseling the patient with sickle cell disease about reproduction: pregnancy outcome does not justify the maternal risk.,1971,10,1,American journal of obstetrics and gynecology
5094079,Fourteen genetic misconceptions.,1971,10,1,Annals of internal medicine
5094075,The place of genetics in medicine.,1971,10,1,Annals of internal medicine
5004779,Chronology of the gene.,1971,10,1,Acta geneticae medicae et gemellologiae
5004347,The distribution of several serological and biochemical traits in East Asia. IV. The distribution of the blood groups in the Taiwanese mountain aborigines.,1971,10,1,Jinrui idengaku zasshi. The Japanese journal of human genetics
5001885,Subtypes in human immunoglobulin lambda-chains.,1971,10,1,Revue europeenne d'etudes cliniques et biologiques. European journal of clinical and biological research
5000789,"An Rh gene complex which results in a &quot;new&quot; antigen detectable by a specific antibody, Anti-Rh 33.",1971,10,1,Vox sanguinis
4944448,[Clinical aspects of the genetics of diabetes mellitus].,1971,10,1,Ginekologia polska
4942588,Pyruvate kinase deficiency.,1971,10,1,Seminars in hematology
4940427,Variations of the expression of HL-A antigens on human diploid fibroblasts in vitro.,1971,10,1,Nature
4332810,Helper activity of human leukemic tissue extracts for leukemia virus expression in mice.,1971,10,1,Proceedings of the National Academy of Sciences of the United States of America
4332809,DNA and gene therapy: transfer of mouse DNA to human and mouse embryonic cells by polyoma pseudovirions.,1971,10,1,Proceedings of the National Academy of Sciences of the United States of America
4256544,CAMK2A;CALML6,1971,10,1,The Journal of investigative dermatology
4940436,CALML6,1971,10,8,Nature
5123402,[Effect of prenatal factors on perinatal mortality].,1971,10,15,Medizinische Klinik
4939542,Interpretation of linkage in somatic cell hybrids.,1971,10,15,Nature
4939541,Chromosomal localization of the heterochromatic region 16qh(.76) linked to alpha-haptoglobin in man.,1971,10,15,Nature
20481001,Glutaminase II pathway in human kidney.,1971,6,9,Nature: New biology
4947025,[HL-A histocompatibility antigens].,1971,10,23,Schweizerische medizinische Wochenschrift
5000324,Molecular evolution in the descent of man.,1971,10,29,Nature
4939257,[Physiopathology of hemophilia A].,1971,10,29,Deutsche medizinische Wochenschrift (1946)
5170778,Starch gel electrophoretic phenotypes of mouse times human somatic cell hybrids and mouse isozyme polymorphisms.,1971,11,1,In vitro
5169337,Kappa and lambda receptor sites on single lymphocytes.,1971,11,1,Clinical and experimental immunology
5169336,In vitro cytotoxicity of lymphocytes from patients with &quot;acquired&quot; and sex-linked agammaglobulinaemia.,1971,11,1,Clinical and experimental immunology
5154850,[Population genetic studies on families with M-N system].,1971,11,1,Anthropologischer Anzeiger; Bericht uber die biologisch-anthropologische Literatur
5152809,[Biosynthesis of heme and its regulation].,1971,11,1,Acta physiologica Polonica
5144644,Alpha antitrypsin deficiency and pulmonary emphysema.,1971,11,1,Thorax
5143279,[Insulin-like blood activity in patients with diabetes receiving antidiabetic sulfamides].,1971,11,1,Vrachebnoe delo
5137514,[Genetic counseling in urology].,1971,11,1,Der Urologe
5135336,Observations on central core disease.,1971,11,1,Journal of the neurological sciences
5133645,[Clinical and ultrastructural findings in congenital muscular dystrophy].,1971,11,1,Monatsschrift fur Kinderheilkunde
5132069,Further observations on the frequency of the Nya blood-group antigen and its genetics.,1971,11,1,American journal of human genetics
5132068,Complex segregation analysis.,1971,11,1,American journal of human genetics
5132067,Distribution of the group-specific components in Greece.,1971,11,1,American journal of human genetics
5132065,"Adenosine deaminase polymorphism in Finland (Swedes, Finns, and Lapps), the Mari republic (Cheremisses), and Greenland (Eskimos).",1971,11,1,American journal of human genetics
5132064,A family showing hereditary nephropathy.,1971,11,1,American journal of human genetics
5131052,[The Essen-Moller likelihood quotient Y-X in the Xg blood group system].,1971,11,1,Blut
5129536,Leprechaunism. A report of two new cases.,1971,11,1,American journal of diseases of children (1960)
5128393,"Familial erythrocytosis due to electrophoretically undetectable hemoglobin with impaired oxygen dissociation (hemoglobin Malmö, alpha 2 beta 2 97 gln).",1971,11,1,Mayo Clinic proceedings
5126991,Serum enzyme studies in inherited disease of skeletal muscle.,1971,11,1,Clinica chimica acta; international journal of clinical chemistry
5126810,Hereditary osteo-onychodystrophy.,1971,11,1,Southern medical journal
5124584,[Enzymatic studies on the blood of carriers of a Tay-Sachs disease variant (variant O)].,1971,11,1,Klinische Wochenschrift
5116709,Dominant inheritance of Sprengel's deformity.,1971,11,1,The Journal of pediatrics
5004656,[ABO and Rh blood groups in Spain].,1971,11,1,Revista de sanidad e higiene publica
5003593,X-linked hypogammaglobulinemia. Additional observations in a previously reported family.,1971,11,1,Israel journal of medical sciences
5002294,Expressivity of heritable telecanthus in five generations of a kindred.,1971,11,1,American journal of human genetics
5000428,Spondylometaphyseal dysplasia (Kozlowski). Report of affected mother and son.,1971,11,1,Radiology
4944154,Selective gene action in the specification of cell surface structure.,1971,11,1,The American journal of pathology
4942050,Nuclear acidic proteins and cell proliferation.,1971,11,1,Federation proceedings
4941983,Host-gene control of C-type tumor virus-expression and tumorigenesis: relevance of studies in inbred mice to cancer in man and other species.,1971,11,1,Proceedings of the National Academy of Sciences of the United States of America
4330945,Synthesis of DNA complements of natural RNAs: a general approach.,1971,11,1,Proceedings of the National Academy of Sciences of the United States of America
4329556,The preparation and properties of macrophage-L cell hybrids.,1971,11,1,The Journal of experimental medicine
4261160,[Cad antigens].,1971,11,1,Nouvelle revue francaise d'hematologie
4257660,"Genetic immunoglobulin markers Gm(1), Gm(2), Gm(4), Gm(12) and Inv(1) in the German population of Marburg-Lahn.",1971,11,1,"Zeitschrift fur Immunitatsforschung, experimentelle und klinische Immunologie"
4256264,Congenital generalized lipodystrophy with abnormal growth hormone homeostasis.,1971,11,1,Archives of dermatology
5171433,CAMK2A.;PDGFA,1971,11,5,Munchener medizinische Wochenschrift (1950)
5124411,Effect of maternal sickle-cell trait on perinatal mortality.,1971,11,6,British medical journal
4108519,Isotypes in human immunoglobulin lambda-chains.,1971,11,10,Nature: New biology
4106916,Dominant and recessive modes of inheritance in idiopathic cardiomyopathy.,1971,11,13,"Lancet (London, England)"
4942064,From the gene to behavior.,1971,11,15,JAMA
5148104,[Hereditary osteo-onychodysplasia].,1971,11,20,Nederlands tijdschrift voor geneeskunde
4941013,[First successful transplantation of a gene into human cells with hereditary disease].,1971,11,26,Deutsche medizinische Wochenschrift (1946)
5316806,Is alcoholism hereditary? A review and critique.,1971,12,1,Archives of general psychiatry
5316708,[Juvenile optic atrophy with dominant inheritance].,1971,12,1,Klinische Monatsblatter fur Augenheilkunde
5316130,[Haptoglobin groups: study of 286 families].,1971,12,1,Annales de genetique
5316128,Chromosomal heteromorphisms in the assignment of loci to particular autosomes: a study of four pedigrees.,1971,12,1,Annales de genetique
5291441,Ataxia-telangiectasia in Israel. With observations on its relationship to malignant disease.,1971,12,1,Israel journal of medical sciences
5289312,Multiple human TK chromosomes in human-mouse somatic cell hybrids.,1971,12,1,Nature: New biology
5289254,The population variance of the proportion of genetic admixture in human intergroup hybrids.,1971,12,1,Proceedings of the National Academy of Sciences of the United States of America
5172838,"[Comparison of nitrogen retention in children fed common corn, and opac-2 gene corn and cow's milk. I. Results with low protein ingestion].",1971,12,1,Archivos latinoamericanos de nutricion
5169610,[Hereditary train in Leber's diseases].,1971,12,1,Ganka. Ophthalmology
5167791,Blood type gene frequency and mental ability.,1971,12,1,Psychological reports
5162702,Bioassay of kinship.,1971,12,1,Theoretical population biology
5162698,"The number of neutral alleles maintained in a finite, geographically structured population.",1971,12,1,Theoretical population biology
5162696,Total number of individuals affected by a single deleterious mutation in large populations.,1971,12,1,Theoretical population biology
5162695,Extinction time of deleterious mutant genes in large populations.,1971,12,1,Theoretical population biology
5162694,The rate of loss of multiple alleles in finite haploid populations.,1971,12,1,Theoretical population biology
5162693,Malthusian parameters in genetic populations. II. Random mating populations in infinite habitats.,1971,12,1,Theoretical population biology
5159612,[Juvenile retinoschisis].,1971,12,1,Klinische Monatsblatter fur Augenheilkunde
5158276,Instrinsic defect of the polymorphonuclear leucocyte resulting in impaired chemotaxis and phagocytosis.,1971,12,1,Clinical and experimental immunology
5152133,"A malignant form of neurogenic muscular atrophy in adults, with dominant inheritance.",1971,12,1,Journal de genetique humaine
5152131,"[A dominant syndrome associated with polysyndactyly, spatule thumb, facial abnormalities, and mental retardation. (A particular form of Noack's acrocephalosyndactylia)].",1971,12,1,Journal de genetique humaine
5152130,[A genetic study of cystic fibrosis. (A statistical investigation of 273 families)].,1971,12,1,Journal de genetique humaine
5149532,Simple anonychia. Further evidence for autosomal recessive inheritance.,1971,12,1,Journal of medical genetics
5149530,On the pathogenesis of favism.,1971,12,1,Journal of medical genetics
5149529,Individuals at risk in families with genetic disease.,1971,12,1,Journal of medical genetics
5149526,On the distribution of phenotypes in XXY males and their parents.,1971,12,1,Journal of medical genetics
5149525,The X-linked blood group system Xg. Tests on unrelated people and families of northern European ancestry.,1971,12,1,Journal of medical genetics
5149524,Xg groups and sex abnormalities in people of northern European ancestry.,1971,12,1,Journal of medical genetics
5148008,Biogenetical studies of Nagas: glucose-6-phosphate dehydrogenase deficiency in Angami Nagas.,1971,12,1,Human biology
5148000,Blood group gene frequencies in an Amish deme of Northern Indiana: comparison with other Amish demes.,1971,12,1,Human biology
5144594,Genetic markers in migrants to Israel.,1971,12,1,Israel journal of medical sciences
5141878,Diatrophic dwarfism (a case report).,1971,12,1,Indian pediatrics
5138819,Anti-N A . An antibody sub-dividing Melanesian N.,1971,12,1,Vox sanguinis
5132950,The hereditary transmission of congenital 'true' hypoprothrombinaemia.,1971,12,1,British journal of haematology
5132948,Nature of foetal haemoglobin in F-thalassaemia.,1971,12,1,British journal of haematology
5131867,Fabry's disease: structural or regulatory mutation?,1971,12,1,The Journal of laboratory and clinical medicine
5129195,Management of thalassaemia major.,1971,12,1,Archives of disease in childhood
5127973,Hereditary trichodysplasia: Marie Unna's hypotrichosis.,1971,12,1,The Journal of investigative dermatology
5125407,CAMK2A;PDGFRA,1971,12,1,The Journal of pediatrics
5125405,Somatic cell hybrids: applications relevant to genetic disease.,1971,12,1,The Journal of pediatrics
5006083,[Distribution of ABO and Rh blood groups in Botucatu (São Paulo)].,1971,12,1,Revista paulista de medicina
5000591,Human carbonic anhydrases. VII. A new C type isozyme in erythrocytes of American Negroes.,1971,12,1,Biochemical genetics
4948374,The nosology of the spinal muscular atrophies.,1971,12,1,Journal of medical genetics
4948373,Polymorphism and protein evolution. The neutral mutation-random drift hypothesis.,1971,12,1,Journal of medical genetics
4947356,Jewish migration in its historical perspective.,1971,12,1,Israel journal of medical sciences
4945761,[The origin of antibody diversity].,1971,12,1,Pathologie-biologie
4945739,Inactivation of whole chromosomes in mammals and coccids: some comparisons.,1971,12,1,Genetical research
4332018,Detection of human and chick nuclear antigens in nuclei of chick erythrocytes during reactivation in heterokaryons with HeLa cells.,1971,12,1,Proceedings of the National Academy of Sciences of the United States of America
4332008,Genetics of somatic mammalian cells: lethal antigens as genetic markers for study of human linkage groups.,1971,12,1,Proceedings of the National Academy of Sciences of the United States of America
4259975,Huntington's chorea: a model of the ageing process.,1971,12,1,Journal of anatomy
4149976,Editorial: A new interpretation of the major histocompatibility gene complexes of man and mouse.,1971,12,1,Cellular immunology
4133603,HL-A Histocompatibility determinants.,1971,12,1,Disease-a-month : DM
4943214,Response of HL-A identical unrelated individuals in the mixed lymphocyte culture test.,1971,12,4,British medical journal
5001056,"Blood groups, myocardial infarction and angina pectoris among 10,000 adult males.",1971,12,9,The New England journal of medicine
5171621,[On the inheritance of mandibulofaciaal dysostosis].,1971,12,10,Munchener medizinische Wochenschrift (1950)
4143545,Evolution by gene and chromosome duplication.,1971,12,11,"Lancet (London, England)"
4143539,A &quot;new&quot; disorder of isoleucine catabolism.,1971,12,11,"Lancet (London, England)"
4143538,Contribution of fetal/maternal incompatibility to aetiology of pre-eclamptic toxaemia.,1971,12,11,"Lancet (London, England)"
4943851,"Heterochromatin, satellite DNA, and cell function. Structural DNA of eucaryotes may support and protect genes and aid in speciation.",1971,12,17,"Science (New York, N.Y.)"
5290010,Genetic control of the constant homology regions of immunoglobulin G heavy chain subclasses.,1971,12,31,Annals of the New York Academy of Sciences
5290009,Immunoglobulin genetics in cellular immunology.,1971,12,31,Annals of the New York Academy of Sciences
5003016,Studies of an unusual biclonal gammopathy: implications with regard to genetic control of normal immunoglobulin synthesis.,1971,12,31,Annals of the New York Academy of Sciences
4109638,Formal genetics of the immunoglobulins systems.,1971,12,31,Annals of the New York Academy of Sciences
